place_name,alternate_names,state,country,latitude,longitude,timezone_hours,altitude/elevation
Khulm,Bazar-e Khulm|Kholm|Khulm|Kulm|Tashkurgan|Tashkurghan|Tashqorghan|Tashqurghan|bazar khlm|khlm|khulama|khulma|kurumu|tashqrghan,Balkh,Afghanistan,36.69736,67.69826,4.5,445.0
Khash,Khas|Khash|khash,Nimroz,Afghanistan,31.52919,62.79055,4.5,579.0
Khan Neshin,Khan Nashim|Khan Nashin|Khan Neshin|Khan Nishin|Khan-Neshin|Khanashin|Khaneshin|Khannesin|khan nshyn|khana nesina,Helmand,Afghanistan,30.5488,63.7888,4.5,642.0
Khandud,Khandud|Khandut|handoudo|kanidudi|khanaduda|khanduda|khndwd,Badakhshan,Afghanistan,36.95127,72.318,4.5,2807.0
Khanabad,Khan Abad|Khanabad|hanabaddo|kanabadi|khan abad|khanabad|khanabada,Kunduz,Afghanistan,36.68304,69.11279,4.5,499.0
Karukh,Karokh|Karrukh|Karukh|karufu|karukha|karuki|karwkh|krkh,Herat,Afghanistan,34.48108,62.5863,4.5,1340.0
Kandahar,Candahar|KDH|Kandagar|Kandahar|Kandaharo|Kandehar|Kandhar|Qandahar|Qandahor|kadhara|kan da ha|kandahara|kandaharu|kandhara|kndhar|qanidahari|qndhar,Kandahar,Afghanistan,31.61332,65.71013,4.5,1007.0
Kabul,Cabool|Caboul|Cabul|Cabura|Caubul|KBL|Kabil|Kaboel|Kabol|Kaboul|Kabul|Kabula|Kabulas|Kabuli|Kabulo|Kabura|Kampoul|Kobul|Kubha|ka bu er|kabl|kabul|kabula|kabuli|kaburu|kabwl|kapul|ke bu er|khabul,Kabul,Afghanistan,34.52813,69.17233,4.5,1798.0
Jurm,Jarm|Jorm|Jurm|Jurn|Shahr-e Jorm|Zhurm|jrm|jurama|jurma|jurumu,Badakhshan,Afghanistan,36.86477,70.83421,4.5,1564.0
Jalalabad,Celalabad|Djelalabad|Dschalalabad|Dzalalabad|Dzhalalabad|Dzhelalabad|JAA|Jalakot|Jalal-Kut|Jalalabad|Jalalkoat|Jalalkot|Jalolobod|Jelalabad|Tarun City|jalalabada|jalalabadi|jararabado|jlal abad,Nangarhar,Afghanistan,34.42647,70.45153,4.5,575.0
Jabal os Saraj,Djabal-ul-Seradj|Dzhabal'-Ussaradzh|Jabal Saraj|Jabal os Saraj|Jabal us Siraj|Jabal-us-Sirai|Jabalussaraj|Jabl-us-Seraj|Jabl-us-Siraj|Jabul Saraj|Jibal-as-Seraj|Parwan|Zhabal-os-Sarazh|jabala osa saraja|jbl alsraj,Parwan,Afghanistan,35.11833,69.23778,4.5,1612.0
Herat,Gerat|Gerot|HEA|Herat|Kherat|Shahr-e Herat|he la te|herata|herati|herato|hrat,Herat,Afghanistan,34.34817,62.19967,4.5,927.0
Ghormach,Garmak|Ghormac|Ghormach|Ghowrmach|Gormach|garimaci|gharamaca|gharmaca|ghoramaca|ghrmach|ghwrmach|ghwrmch|gorumachi,Badghis,Afghanistan,35.73062,63.78264,4.5,659.0
Ghazni,GZI|Gazna|Gazni|Ghazni|Qazni|Shahr-e Ghazni|gazani|gazni|gazuni|ghajani|ghazani|ghznt|ghzny|ghznyn,Ghazni,Afghanistan,33.55391,68.42096,4.5,2179.0
Gereshk,Gereshk|Geresk|Girishk|Nahr-e Saraj|geresaka|gereshiki|gereshiku|grshk|gryshk,Helmand,Afghanistan,31.82089,64.57005,4.5,830.0
Gardez,GRG|Gardeyz|Gardez|Gardiz|garadeza|gardeja|gardeza|garudezu|grdyz,Paktia,Afghanistan,33.59744,69.22592,4.5,2308.0
Fayzabad,FBD|Faizabad|Fajzabad|Fajzobod|Faydz Abad|Fayzabad|Fayzobod|Fazelabad|Feyzabad|faizabada|faizabado|fyd abad|phayajabada,Badakhshan,Afghanistan,37.11664,70.58002,4.5,1210.0
Farkhar,Farikhar|Farikhor|Farkhar|farukuharu|frkhar|pharakhara,Takhar,Afghanistan,36.57288,69.85783,4.5,1153.0
Farah,FAH|Farah|Farahas|Farakh|Faro|Ferah|Fora|fa la|fara|faraha|frah|pala|para|pharaha,Farah,Afghanistan,32.37451,62.11638,4.5,662.0
Istalif,Estalef|Istalef|Istalif|Istilif|Takht-e Istalif|astalf|astalyf|isatalipha|istalifa|istalipha|isutarifu|tkht astalf,Kabul,Afghanistan,34.83268,69.07756,4.5,1891.0
Eslam Qaleh,Eslam Qal`eh|Eslamqal`a|Islam Kala|Islam Killa|Islam Qal`ah|Islam Qala|Kafar Qal`eh|Kafir Kala|Kafir Qala,Herat,Afghanistan,34.66667,61.06667,4.5,726.0
Imam Sahib,Emam Saheb|Hazrat|Imam Saheb|Imam Sahib|Imam Sakhib|Imam Sohib|Imam Sokhib|Imamsakhib|Khwaja|Khwaja Imam Saiyid|Khwaja Iman Saiyid|amam sahb|imama sahiba,Kunduz,Afghanistan,37.18897,68.93644,4.5,358.0
Dasht-e Archi,Dasht-e Archi,Kunduz,Afghanistan,37.13333,69.16667,4.5,379.0
Darzab,Darzab|Durzab|darajaba|darazaba|darizabi|darjaba|daruzabu|drz ab|drzab,Jowzjan,Afghanistan,35.97744,65.37828,4.5,1179.0
Markaz-e Hukumat-e Darweshan,Darvishan|Darwesan|Markaz-e Hukumat-e Darwayshan|Markaz-e Hukumat-e Darweshan|Markaz-e Hukumati Darwayshan|Markaze Hokumati Darwesan|mrkz hkwmty drwyshan|mrkzi hkwmti drwyshan,Helmand,Afghanistan,31.13231,64.1934,4.5,714.0
Chiras,Chiras|Ciras,Sar-e Pol Province,Afghanistan,35.41674,65.98234,4.5,2691.0
Chichkah,Archi|Arci|Chichka|Chichkah|Chichkeh|Chika|Cicka|chychkh,Kunduz,Afghanistan,37.07045,69.29842,4.5,441.0
Charikar,Caharikar|Carikar|Carikaras|Chaharikar|Chairkar|Charekar|Charikar|Charikor|Czarikar|Tcharikar|Tscharikar|carikar|carikara|carikari|charikari|charikaru|charykar|qia li ka er,Parwan,Afghanistan,35.01361,69.17139,4.5,1554.0
Chahar Burj,Car Burj|Chahar Borj|Chahar Burj|Chahar Burjak|Char Burj|Charburdzh|chhar brj,Herat,Afghanistan,34.24475,62.19165,4.5,943.0
Fayroz Koh,CCN|Caghcaran|Cakhcaran|Chaghcharan|Chakcharan|Chakhcharan|Chekcheran|Fajruzkukh|Fayroz Koh|Fayruz Koh|Fejruz-Kokhi|Feyruz Koh|Feyruz Kuh|chghchran|fairoza koha|fairozuko|fyrwz kwh|phayaroja koha,Ghowr,Afghanistan,34.51952,65.25093,4.5,2263.0
Muhmand Dara,Basavul'|Basawul|Basowl|Mohmand Darrah|Muhmand Dara|Mukhmand Dara|baswl|mhmnd drh|mhmnddrh|muhamada dara|muhamanda dara|mumunidi dara,Nangarhar,Afghanistan,34.24749,70.87218,4.5,464.0
Baraki,Bar Rajan|Baraki|Baraki Rajan|Baraki Rijan|Barqi Rajan|brky,Logar,Afghanistan,33.93949,68.92201,4.5,1961.0
Baraki Barak,Barah Ki Barak|Baraki Barak|Baraki Burak|Barakibarak|Barqi Barq|OAA|baraki baraka|baraki baraki|baraky barak|barky bark|brh ky brk|brky brk,Logar,Afghanistan,33.96744,68.9492,4.5,1940.0
Bamyan,BIN|Bamian|Bamion|Bamiyan|Bamyan|Bomijon|Kala Sarkari|Qal`a Sarkarit|Qala Sarkari|bami'ana|bamiyan|bamiyana|bamiyani|bamyan,Bamyan,Afghanistan,34.82156,67.82734,4.5,2550.0
Balkh,Bactra|Bactresh|Bakhtar|Balch|Balchas|Balh|Balhika|Balho|Balj|Balkh|Balx|Bamik|Bazirabad|Belh|Belx|Bkahdi|Daerah Balkh|Quan Balkh|Vazirabad|ba er he|balakha|balheu|balkha|barufu|blk|blkh,Balkh,Afghanistan,36.75635,66.8972,4.5,348.0
Baharak,Bagorak|Baharak|Baharestan|Baharistan|Bakharak|Barak|Becharek|Bekharek|baharaka|baharaki|baharaku|bhark,Badakhshan,Afghanistan,37.00254,70.90664,4.5,1552.0
Baghlan,Baghlan|Baghlan - bghlan|Baghlan-e Jadid|Baghlin|Baglan|Baglon|Bagolaggo|Sana `Ati|Sana`ati|baghalana|baghlan|baguran|bghlan|bghlan jdyd,Baghlan,Afghanistan,36.13068,68.70829,4.5,531.0
Hukumati Azrah,Azra|Azrah|Azraw|Azreh|Azrow|Azru|Hazrah|Hazro|Hokumati Azraw|Hokumati Azrow|Hukumati Azrah|Khukumati Azra|Khukumati-Azrau|azrh|azrw|hkwmty azrh|hukumati ajara|hukumati ajaraha|hukumati azaraha,Logar,Afghanistan,34.17355,69.64573,4.5,2330.0
Art Khwajah,Art Khvajeh (1)|Art Khwajah|At Khvajeh|At Khwaja|art khwajh,Takhar,Afghanistan,37.08571,69.47958,4.5,481.0
Asmar,Asma|Asmar|Asmor|asamara|asmar|asmara|asumaru,Kunar,Afghanistan,35.03333,71.35809,4.5,913.0
Ashkasham,,Badakhshan,Afghanistan,36.68333,71.53333,4.5,3057.0
Asadabad,Asadabad|Asadabada|Asadabadas|Asadobod|Assad-Abad|Caghasaray|Chagha Serai|Chagha-Sari|Chaghah Saray|Chaghasarai|Chaghasaray|Chagsarai|Chegheh Saray|Chigha Sarai|Chigha Serai|Chigkhasaray|Esedabad|asadabada|asadabado|asd abad|chghh sray,Kunar,Afghanistan,34.87311,71.14697,4.5,837.0
Andkhoy,Andkho'y|Andkhoi|Andkhoj|Andkhoy|Andkhui|Andkhuj|Andkhvoy|Ankhoi|adhakho'i|andhakhoya|andkhwy|andohoi,Faryab,Afghanistan,36.95293,65.12376,4.5,306.0
Anar Darah,Anar Dara|Anar Darah|Anar Darrah|Anar Darreh|Anardara|Anardarra|Ano Dara|Saykh Abad|Shaykh Abad|anar drh|anara dara|anara daraha|shykh abad,Farah,Afghanistan,32.7587,61.65397,4.5,778.0
'Alaqahdari Dishu,Alakakhdari Dishu|Alaqahdari Dishu|Dishu|`Alaqadari Dehe Su|`Alaqahdari Deh-e Shu|`Alaqahdari Dishu|`Alaqehdari Deh-e Shu|alakahadari disu,Helmand,Afghanistan,30.43206,63.29802,4.5,596.0
Bazarak,Bazarak|bajaraka|bazarak|bazaraka|bazaraki|bazaraku|bazark,Panjshir,Afghanistan,35.31292,69.51519,4.5,1965.0
Maydanshakhr,Maidan Shahr|Maidan Shar|Majdanshakhr|Maydanshakhr|Meydan Shahr|ma'idanasahara|maidanasahara|maidanshafuru|mayidanishahiri|mydan shhr,Maidan Wardak Province,Afghanistan,34.39561,68.86618,4.5,2206.0
Markaz-e Woluswali-ye Achin,Achin|Achin-Ulusvali|Acin Oluswali|Kahi|Markaz-e Woluswali-ye Achin|achyn|khy,Nangarhar,Afghanistan,34.12583,70.70778,4.5,972.0
Sharan,OAS|Saran|Sharan|Sharan Woluswali|Sharan Wuleswali|Sharana|sarana|sharan|sharani|shrn,Paktika,Afghanistan,33.17568,68.73045,4.5,2145.0
Saint John's,Saint John|Saint John's|San Gioan|San Xuan|Sankta Johano|Sant-Johns|Sen Jaan|Sen Jons|Sent Cons|Sent Dzonsas|Sent Tzons|Sent-Dzhons|St John's|St Johns|St. John's|St.John.s|seinteujonseu|sentojonzu|sheng yue han|sheng yue han shi|snt g'wns,Saint John Parish,Antigua and Barbuda,17.12096,-61.84329,-4.0,12.0
Piggotts,Piggotts|Pigotts|Pigut|Pinkots|Saint Mark's|Saint Marks Village|byghwts|pi ge ci|pigatasa|pigotasa|pigotsa|pigottsu|pygats,Saint George Parish,Antigua and Barbuda,17.11667,-61.8,-4.0,11.0
Parham,Paarum|Parcham|Parehm|Parham|Parhamas|Parkhehm|barham|pa lei mu|pahamu|parahama|parham|prhm,Saint Peter Parish,Antigua and Barbuda,17.09682,-61.77046,-4.0,18.0
Falmouth,Faamat|Falmouth|Falmut|falmawt|falmawth|farumasu|phalama'utha|phyalama'utha,Saint Paul Parish,Antigua and Barbuda,17.02741,-61.78136,-4.0,25.0
Codrington,Codrington|Codrington Village|Kaadringtin|Kodrington|Kodringtonas|Kontrin'nkton|kadryngtwn|ke de ling dun|kodarigatana|kodeulingteon|kodorinton|kodringatana|kodrintana|kwdrynghtwn|qwdryngtwn,Barbuda,Antigua and Barbuda,17.6394,-61.82437,-4.0,1.0
Bolands,Bolan|Boland Village|Bolands|Bolans|Bolants|Bolehnds|bo lan si|bolaindaza|bolaindsa|bolanidisi|bolyandasa|boransu|bwlands|bwlandz|bwlanz,Saint Mary Parish,Antigua and Barbuda,17.06565,-61.87466,-4.0,9.0
St. Paul Parish,Paroisse St. Paul|Paroki St. Paul|Paroquia de Sao Paulo|Parroquia de San Pablo|Prikhod Sent-Pol|Prikhod Svjatogo Pavla|Sent-Pol audandygy|Sent-Pol prikhoda|Sent-Pol synchasy|St. Paul Gemeinde|St. Paul Kilisesi|St. Paul Parish|St. Paul Priorati|senta pala pyarisa|senta paula pairisa|senta pola perisa|snt pl prysh,Saint Paul Parish,Antigua and Barbuda,17.0234,-61.76928,-4.0,-9999.0
St. George Parish,,Saint George Parish,Antigua and Barbuda,17.11692,-61.79561,-4.0,1.0
St. Peter Parish,,Saint Philip Parish,Antigua and Barbuda,17.08487,-61.71223,-4.0,1.0
St. Mary Parish,,Saint Mary Parish,Antigua and Barbuda,17.07223,-61.87441,-4.0,1.0
West End Village,Batysh Chokusu Ajyly|Desa West End|Gandaa West End|Kampung West End|Kauyeni West End|Kijiji cha West End|Pueblo West End|Tuulo West End|Vest-Ehnd-Villidzh|Vila West End|Village de West End|West End Avyly|West End Dorf|West End Koeyue|West End Qishlog'i|West End Village|oyesta enda grama|qryt wyst and|rwstay wst and|uesutoendobirejji|vaisata ainda vilaja|vesta enda vileja,West End,Anguilla,18.17191,-63.14941,-4.0,23.0
The Valley,De Balei|El Valle|La-Valo|The Valley|Vali|Valis|Valley|Valli|bare|d wly|deobaelli|dy wyly|ti velli|vali|wa li,The Valley,Anguilla,18.21704,-63.05783,-4.0,7.0
The Quarter,Chorak|Das Viertel|El Barrio|Kanda|Kuartal|Kutaa|Kvartal|Le Quartier|Mahalle|Makhallai|O Bairro|Ojpatynsy|Rubuc|Sharudda|The Quarter|alhy|koyartara|ku'aratara|kuota|kvartara|kwartr|mhlh|rubi,The Quarter,Anguilla,18.20799,-63.04178,-4.0,40.0
Farrington,Farrington|Farrinqton|The Farrington|farinton|faryngtwn|farynjtwn|phairigatana|pharintana|pheringatana,The Farrington,Anguilla,18.215,-63.02238,-4.0,19.0
Stoney Ground,Ardhi ya Mawe|Das Yer|Dhulka Dhagaxa|Khoki Sangi|Lafaa Dhagaa|Solo Rochoso|Steiniger Boden|Stoney Ground|Stoni Graund|Tanah Batu|Tanah Berbatu|Tashtuu Zher|Tasty Zher|Terrain Pierreux|Terreno Pedregoso|Tosh Yer|Wurin Dutse|dinigayi mereti|pathara lagi zamina|patharili jamina|pathure mati|stwny jrawnd|sutoniguraundo|zmyn sngy,Stoney Ground,Anguilla,18.22026,-63.04607,-4.0,26.0
South Hill Village,Desa South Hill|Gandaa South Hill|Janubiy Tepa Qishlog'i|Kampung South Hill|Kauyeni South Hill|Kijiji cha South Hill|Pueblo South Hill|Saut-Khill-Villidzh|South Hill Avyly|South Hill Dorf|South Hill Koeyue|South Hill Village|Tuulo South Hill|Vila South Hill|Village de South Hill|debubi kwenito menideri|qryt sawth hyl|rwstay sawth hyl|sa'utha hila grama|sa'utha hila vilaja|sa'utha hila vileja|sausuhirubirejji,South Hill,Anguilla,18.19201,-63.08779,-4.0,40.0
Sandy Ground Village,Desa Sandy Ground|Desa Tanah Pasir|Gandaa Sandy|Kampung Tanah Berpasir|Kauyeni Sandy|Kijiji cha Sandy|Kumduu Zher Ajyly|Pueblo Sandy Ground|Qumli Yer Qishlog'i|Sandy Ground Avyly|Sandy Ground Dorf|Sandy Ground Koeyue|Sandy Ground Village|Sehndi-Graund-Villidzh|Tuulo Sandy|Vila Sandy Ground|Village de Sandy Ground|qryt sandy jrawnd|rwstay rygy|saindi gra'unda vilaja|saindi gra'unda vileja|sandiguraundobirejji|sheni mereti menideri|syandi gra'unda grama,Sandy Ground,Anguilla,18.20118,-63.08998,-4.0,4.0
North Side,Cote Nord|Dhinaca Woqooyi|Gama Kaaba|Gefen Arewa|Kuzey Tarafi|Lado Norte|Nordseite|Nort-Sajd|North Side|Sebelah Utara|Shimoliy Taraf|Sisi Lor|Sisi Utara|Upande wa Kaskazini|aljanb alshmaly|nosusaido|semeni goni|shmal ky trf|shmaly khwa|smt shmal|utara pakha|uttara paksa|uttara pasa,North Side,Anguilla,18.22919,-63.04401,-4.0,37.0
North Hill Village,Desa North Hill|Gandaa North Hill|Kampung North Hill|Kauyeni North Hill|Kijiji cha North Hill|Nort-Khill-Villidzh|North Hill Avyly|North Hill Dorf|North Hill Koeyue|North Hill Village|Pueblo North Hill|Shimoliy Tepa Qishlog'i|Tuulo North Hill|Vila North Hill|Village de North Hill|naratha hila vilaja|nartha hila grama|northa hila vileja|nosuhirubirejji|qryt nwrth hyl|rwstay nwrth hyl|semeni kwenito menideri,North Hill,Anguilla,18.20542,-63.07847,-4.0,36.0
Island Harbour,Adaciq Limani|Ajlend-Kharbor|Aral Iisi|Araldyn Imany|Bandari Darjoi|Bandari ya Kisiwa|Filin Gida na Tsibiri|Ganacsiga Isla|Giddetu Karaa|Inselhafen|Island Harbour|Island Limani|Orol Bandari|Pelabuhan Pulau|Pelabuhan Pulo|Port de l'Ile|Porto da Ilha|Puerto de Isla|Utrau Imany|a'ilainda harabara|a'ilainda harbara|a'ilyanda harbara|airandohaba|bndr jzyrh|yedeseti wedebi,Island Harbour,Anguilla,18.25601,-63.0102,-4.0,11.0
George Hill,Dzhordzh Chokusu|Dzhordzh Khill|Dzhordzh Tepe|George Hill|George Tepe|George Tepesi|Jorj Tepa|jaraja hila|jarja hila|jojihiru|joriji kwenito|jorja hila|jwrj hyl|tph jwrj,George Hill,Anguilla,18.19939,-63.0665,-4.0,30.0
East End Village,Chygysh Chokusu Ajyly|Desa East End|East End|East End Avyly|East End Dorf|East End Koeyue|East End Village|Gandaa East End|Ist-Ehnd-Villidzh|Kampung East End|Kauyeni East End|Kijiji cha East End|Pueblo East End|Sharqiy So'ng Qishlog'i|Tuulo East End|Vila East End|Village de East End|isata ainda vilaja|ista enda grama|ista enda vileja|isutoendobirejji|qryt ayst and,East End,Anguilla,18.23333,-63.0,-4.0,6.0
Blowing Point Village,Blouing-Pojnt-Villidzh|Blowing Point Avyly|Blowing Point Dorf|Blowing Point Koeyue|Blowing Point Village|Desa Blowing Point|Gandaa Blowing Point|Kampung Blowing Point|Kauyeni Blowing|Kijiji cha Blowing Point|Pueblo Blowing Point|Puflash Nuqta Qishlog'i|Sogush Chekiti Ajyly|Tuulo Blowing Point|Vila Blowing Point|Village de Blowing Point|balo'iga pu'a'inata vilaja|blo'inga po'inta vileja|bloyim payenta grama|buroingupointobirejji|qryt blwynj bwynt|rwstay nqth bad,Blowing Point,Anguilla,18.17648,-63.09375,-4.0,10.0
Sandy Hill,Kumduu Chokusu|Qumli Tepa|Sandy Hill|Sehndi-Khill|saindi hila|sandihiru|sandy hyl|sheni kwenito|syandi hila|tph shny,Sandy Hill,Anguilla,18.22104,-63.01329,-4.0,18.0
Sarande,Agioi|Agioi Saranta|Ayii Saranda|Hagios Saranta|Onchesmus|Porto Edda|Santa Quaranta|Santi Quaranta|Saranda|Sarande|Saranta|XSA|Zogaj|sa lan da|salandeo|saranda|sarande|sarandh|saranide|sarnda|srndh,Vlorë County,Albania,39.87534,20.00477,1.0,23.0
Delvine,Del'vina|Delvina|Delvine|Delvino|Delvinon|Zelvinou|delabhina|delavina|delvina|deruvuina|dlwyna|dylfyna,Vlorë County,Albania,39.95111,20.09778,1.0,200.0
Tepelene,Tepelen|Tepelena|Tepelene|Tepeleni|tai pei lai na|tblyna|tepelena|tepelleneo|teperena|tplna|tplnh,Gjirokastër County,Albania,40.29583,20.01917,1.0,212.0
Shupenze,Sciupentse|Shepenze|Shtepenz|Shtupenza|Shupenci|Shupenz|Shupenza|Shupenze,Dibër County,Albania,41.53,20.42361,1.0,499.0
Rajce,Raica|Rajca|Rajce|Rajche|Rrajca|Rrajce|Sula,Elbasan County,Albania,41.09028,20.57639,1.0,690.0
Perrenjas,Fshat Perrenjasi|Perren'jas|Perrenjas|Perrenjasi|Perrenjes|Prenas|Prenjas|Prenjasi|Prenjesi|Prenjs|Prrenjas|Prrenjasi,Elbasan County,Albania,41.07306,20.54889,1.0,591.0
Pogradec,Opshtina Pogradec|Podgradec|Pogradec|Pogradeci|Pogradecis|Pogradets|bo ge la de ci|bwghradtsh|pogeuladecheu|pogradaika|pogradeka|poguradetsu|pwgradts|pwgrdz,Korçë County,Albania,40.9025,20.6525,1.0,702.0
Peshkopi,Dibra|Dibre|Episkopi|Peshkepija|Peshkepije|Peshkopeja|Peshkopi|Peshkopia|Peshkopie|Peshkopija|Peshkopije|Peshkopla|Peskopi|Peskopia|Peskopija|Piscopeia|Pishcopeja|Pishkopeja|byshkwby|pei shen ke bi|pesakopi|peshukopi|pesyukopi|pshkwpy|pshkwpya|pyshkwpy,Dibër County,Albania,41.685,20.42858,1.0,660.0
Permet,Permet|Permeti|Permetis|Premet|Premete|Premeti|Purmet|brmt|parameta|pei er mei te|perumetto|prmt,Gjirokastër County,Albania,40.23361,20.35167,1.0,244.0
Librazhd,Labrazhd|Libohov|Libohovo|Libokhovon|Librash|Librazdi|Librazdis|Librazhd|Librazhdi|Librazhet|li bu la shen de|librajhada|librajhda|lybrajd|lybrazd|lybrazhd|riburazudo,Elbasan County,Albania,41.17944,20.315,1.0,251.0
Kukes,Cucus|KFZ|Kukes|Kukesi|Kuks|Kuksi|Kukuch|Kukus|Kukush|kukesa|kukesi|kukesu|kwks|kwkys,Kukës County,Albania,42.07694,20.42194,1.0,351.0
Korce,Corce|Coritsa|Coritza|Coriza|Corizza|Corriza|Ghiortsa Corcia|Goerice|Gorica|Goritsa|Korca|Korce|Korcha|Korche|Korcza|Korica|Korice|Koritsa|Koritza|Korrca|Korrce|Korytsa|karce|ke er cha|koleucheo|korace|korce|korucha|kwerice|kwrchh|qwrtsht|qwrzh,Korçë County,Albania,40.61861,20.78083,1.0,869.0
Klos,Dullinjasi|Klos|Klosi,Dibër County,Albania,41.50694,20.08667,1.0,257.0
Hotolisht,Baldreti|Hodolishti|Hotolisht|Hotolishta|Hotolishti|Kotolishta|Otolisht|Otulishta,Elbasan County,Albania,41.15667,20.39722,1.0,656.0
Gramsh,Gramish|Grammsh|Gramsci|Gramsh|Gramshi|Gramsis|ge la mu shen|ghramsh|gramasa|gramsh|guramushu,Elbasan County,Albania,40.86972,20.18444,1.0,200.0
Gjirokaster,Agirocastro|Arghirocastru|Arghyrocastro|Argirocastro|Argirokastro|Argyrocastrum|Argyrokastro|Argyrokastron|Aryirokastron|Cirokastra|Dzhirokastra|Ergheni|Ergiri|GJirokastra|Ghinokastre|Girokasteris|Girokastra|Girokastro|Gjinokaster|Gjinokastra|Gjinokastre|Gjinokastrer|Gjirokaster|Gjirokastra|Gjirokastre|Gjirokastro|Jirokaster|arjyr|girokasatara|girokasiteri|girokastara|gyrwqstrh|ji nuo ka si te|jilokaseuteoleu|jirokasutora|jyrwkastr|jyrwkastra,Gjirokastër County,Albania,40.07583,20.13889,1.0,286.0
Erseke,Colonia|Ehrseka|Erseg Giatseg|Ersek|Erseka|Erseke|Kolonija|Kolonije|Kolonja|Kolonje|ai er sai ke|arska|arskh|arsyka|eraseka|erseke|eruseke,Korçë County,Albania,40.33778,20.67889,1.0,1021.0
Elbasan,Ehl'basan|Ehlbasan|Elbasan|Elbasani|Elbassan|Konukh|ailabasana|albasan|albsan|elabasana|erubasan,Elbasan County,Albania,41.11138,20.08224,1.0,126.0
Burrel,Burel|Burel'|Burela|Burele|Bureli|Burelis|Burrel|Burrel'|Burrele|Burreli|bu lei li|bulel|burela|bureru|burrela|bwrl|bwrly|bwryl,Dibër County,Albania,41.61028,20.00889,1.0,315.0
Bulqize,Bul'kiza|Bulchica|Bulcica|Bulciza|Bulkiza|Bulkize|Bulqiza|Bulqize|Bulquize|bu er qi cha|bulakija|bulakiza|burukiza|bwlqyza,Dibër County,Albania,41.49167,20.22194,1.0,775.0
Bilisht,Biclishta|Biglista|Biklishta|Biklista|Bilishha|Bilisht|Bilishta|Bilishte|Bilishti|Bilista|Bilisthi|Bilistis|Billisht|Viglista|balshty|bi li shen te|bylysht,Korçë County,Albania,40.6275,20.99,1.0,926.0
Librazhd-Qender,Hala|Librazhd|Librazhd Qendre|Librazhd-Qender,Elbasan County,Albania,41.19694,20.33556,1.0,554.0
Zharrez,Shareza|Sharreza|Zarez|Zareza|Zhareza|Zhareze|Zharres|Zharresa|Zharresi|Zharrez|Zharreza,Fier County,Albania,40.70917,19.64972,1.0,34.0
Zall-Herr,Zall i Herrit|Zall-Herr|Zall-Herri|Zalle-Herraj|Zallherraj|Zalli i Herit,Tirana,Albania,41.38944,19.8275,1.0,132.0
Xhafzotaj,Dzevzotaj|Xhafe Zotaj|Xhaftozaj|Xhafzotaj|Xhavzotaj|Xherezotaj,Durrës County,Albania,41.34444,19.5475,1.0,19.0
Vlore,Au'lon|Avlon|Avlona|Avlonas|Avlonya|VLO|VRR|Vallona|Valona|Vl'ora|Vliore|Vljora|Vlona|Vlone|Vlora|Vlore|Vlyora|Wlora|beulloleo|bhlore|fa luo la|flwrh|valore|vlore|vurora|wlo rex|wlwrh,Vlorë County,Albania,40.4696,19.48379,1.0,58.0
Velabisht,Velabisht|Velabishti|Velebishte,Berat County,Albania,40.70167,19.93222,1.0,60.0
Ura Vajgurore,Ur'e Hasan Beut|Ura Asan Beut|Ura Vajgurore|Ura e Hasan Beut|Ura-Khasan-Beut|Ura-Vaygurore|Ure-Vajgurore|Yefira Hassan Beut,Berat County,Albania,40.76889,19.87778,1.0,33.0
Tirana,TIA|Terana|Theranda|Tiorana|Tiran|Tiran khot|Tiran-a|Tirana|Tiranae|Tirane|Tirano|Trnava|Tyrana|Tyranna|de la na|tilana|tirana|tyrana|tyrnh,Tirana,Albania,41.32744,19.81866,1.0,113.0
Sukth,Sucsi|Sukf|Sukth|Sukth i Vjeter|Sukthi|Sukti,Durrës County,Albania,41.38056,19.53778,1.0,13.0
Shkoder,Iskodra|Scutari|Shkoder|Shkodra|Skadar|Skodra|Szkodra|sakodara|shkwdr|shkwdra|shukodora|sikwederi|skwtary|sqwdr,Shkodër County,Albania,42.06828,19.51258,1.0,12.0
Shijak,Bazar Sciak|San Giacomo|Shejak|Shejaku|Shijak|Shijaku|Shjak|Shyaku|Sijak|Sijaku|Sjak|shyjakw|xi ya ke,Durrës County,Albania,41.34556,19.56722,1.0,34.0
Shengjin,Komuna e Shengjinit|Saint Giovanni di Medua|San Giovanni di Medua|San Njin|Sen Dovani di Medua|Sengin|Sh'njini|Shen Ghen|Shengin|Shengjin|Shengjini|Sveti Jovan|Sveti Jovan Medovski|sheng jin,Lezhë County,Albania,41.81361,19.59389,1.0,1.0
Selenice,Selenic|Selenica|Selenice|Selenitsa|Selenitza|Seleniza|Selenizza,Vlorë County,Albania,40.53056,19.63583,1.0,73.0
Rrogozhine,Rogozhina|Rogozhine|Rogozin|Rogozina|Rogozine|Rrogozesa|Rrogozhina|Rrogozhine|Rrogzhine|luo ge ri nei,Tirana,Albania,41.07639,19.66528,1.0,22.0
Rreshen,Resenis|Reshen|Resheni|Rresen|Rreshen|Rresheni|Rrshen|Rrsheni|Rshen|Rsheni|Rushen|lei shen|rayisheni|resana|resena|rishen|rryshan|rshn|ryshny,Lezhë County,Albania,41.7675,19.87556,1.0,94.0
Roskovec,Roscovec|Roskovec|Roskoveci|Rroskoveci|Treg i Frasherit|Tregu-Frasherit,Fier County,Albania,40.7375,19.70222,1.0,18.0
